Country	VType	Date	Total
Francia	Dato base	2019-02	566.827
Francia	Dato base	2019-01	446.062
Francia	Dato base	2018-12	553.866
Francia	Dato base	2018-11	477.488
Francia	Dato base	2018-10	910.512
Francia	Dato base	2018-09	1.043.434
Francia	Dato base	2018-08	2.114.381
Francia	Dato base	2018-07	1.388.735
Francia	Dato base	2018-06	895.721
Francia	Dato base	2018-05	1.146.661
Francia	Dato base	2018-04	1.080.895
Francia	Dato base	2018-03	647.445
Francia	Dato base	2018-02	545.120
Francia	Dato base	2018-01	489.063
Francia	Dato base	2017-12	552.099
Francia	Dato base	2017-11	536.506
Francia	Dato base	2017-10	840.631
Francia	Dato base	2017-09	984.552
Francia	Dato base	2017-08	2.041.073
Francia	Dato base	2017-07	1.556.913
Francia	Dato base	2017-06	857.190
Francia	Dato base	2017-05	1.080.860
Francia	Dato base	2017-04	1.137.148
Francia	Dato base	2017-03	615.336
Francia	Dato base	2017-02	600.228
Francia	Dato base	2017-01	464.734
Francia	Dato base	2016-12	608.018
Francia	Dato base	2016-11	533.056
Francia	Dato base	2016-10	933.819
Francia	Dato base	2016-09	976.503
Francia	Dato base	2016-08	2.172.343
Francia	Dato base	2016-07	1.513.745
Francia	Dato base	2016-06	823.641
Francia	Dato base	2016-05	1.060.300
Francia	Dato base	2016-04	1.083.531
Francia	Dato base	2016-03	549.879
Francia	Dato base	2016-02	531.144
Francia	Dato base	2016-01	472.562
Francia	Dato base	2015-12	567.048
Francia	Dato base	2015-11	605.893
Francia	Dato base	2015-10	964.469
Francia	Tasa de variación anual	2020-09	-60,39
Francia	Tasa de variación anual	2020-08	-57,24
Francia	Tasa de variación anual	2020-07	-58,41
Francia	Tasa de variación anual	2020-06	-93,23
Francia	Tasa de variación anual	2020-05	-100,00
Francia	Tasa de variación anual	2020-04	-100,00
Francia	Tasa de variación anual	2020-03	-57,29
Francia	Tasa de variación anual	2020-02	2,35
Francia	Tasa de variación anual	2020-01	7,69
Francia	Tasa de variación anual	2019-12	-0,24
Francia	Tasa de variación anual	2019-11	20,27
Francia	Tasa de variación anual	2019-10	-1,91
Francia	Tasa de variación anual	2019-09	-5,69
Francia	Tasa de variación anual	2019-08	-4,47
Francia	Tasa de variación anual	2019-07	3,41
Francia	Tasa de variación anual	2019-06	6,98
Francia	Tasa de variación anual	2019-05	-11,02
Francia	Tasa de variación anual	2019-04	-5,67
Francia	Tasa de variación anual	2019-03	4,48
Francia	Tasa de variación anual	2019-02	3,98
Francia	Tasa de variación anual	2019-01	-8,79
Francia	Tasa de variación anual	2018-12	0,32
Francia	Tasa de variación anual	2018-11	-11,00
Francia	Tasa de variación anual	2018-10	8,31
Francia	Tasa de variación anual	2018-09	5,98
Francia	Tasa de variación anual	2018-08	3,59
Francia	Tasa de variación anual	2018-07	-10,80
Francia	Tasa de variación anual	2018-06	4,50
Francia	Tasa de variación anual	2018-05	6,09
Francia	Tasa de variación anual	2018-04	-4,95
Francia	Tasa de variación anual	2018-03	5,22
Francia	Tasa de variación anual	2018-02	-9,18
Francia	Tasa de variación anual	2018-01	5,24
Francia	Tasa de variación anual	2017-12	-9,20
Francia	Tasa de variación anual	2017-11	0,65
Francia	Tasa de variación anual	2017-10	-9,98
Francia	Tasa de variación anual	2017-09	0,82
Francia	Tasa de variación anual	2017-08	-6,04
Francia	Tasa de variación anual	2017-07	2,85
Francia	Tasa de variación anual	2017-06	4,07
Francia	Tasa de variación anual	2017-05	1,94
Francia	Tasa de variación anual	2017-04	4,95
Francia	Tasa de variación anual	2017-03	11,90
Francia	Tasa de variación anual	2017-02	13,01
Francia	Tasa de variación anual	2017-01	-1,66
Francia	Tasa de variación anual	2016-12	7,23
Francia	Tasa de variación anual	2016-11	-12,02
Francia	Tasa de variación anual	2016-10	-3,18
Francia	Tasa de variación anual	2016-09	9,34
Francia	Tasa de variación anual	2016-08	10,01
Francia	Tasa de variación anual	2016-07	14,31
Francia	Tasa de variación anual	2016-06	10,20
Francia	Tasa de variación anual	2016-05	2,53
Francia	Tasa de variación anual	2016-04	13,83
Francia	Tasa de variación anual	2016-03	2,60
Francia	Tasa de variación anual	2016-02	7,30
Francia	Tasa de variación anual	2016-01	4,52
Francia	Tasa de variación anual	2015-12	8,51
Francia	Tasa de variación anual	2015-11	18,56
Francia	Tasa de variación anual	2015-10	17,64
Francia	Acumulado en lo que va de año	2020-09	3.264.965
Francia	Acumulado en lo que va de año	2020-08	2.875.192
Francia	Acumulado en lo que va de año	2020-07	2.011.527
Francia	Acumulado en lo que va de año	2020-06	1.414.283
Francia	Acumulado en lo que va de año	2020-05	1.349.388
Francia	Acumulado en lo que va de año	2020-04	1.349.388
Francia	Acumulado en lo que va de año	2020-03	1.349.388
Francia	Acumulado en lo que va de año	2020-02	1.060.485
Francia	Acumulado en lo que va de año	2020-01	480.364
Francia	Acumulado en lo que va de año	2019-12	11.147.397
Francia	Acumulado en lo que va de año	2019-11	10.594.844
Francia	Acumulado en lo que va de año	2019-10	10.020.585
Francia	Acumulado en lo que va de año	2019-09	9.127.501
Francia	Acumulado en lo que va de año	2019-08	8.143.470
Francia	Acumulado en lo que va de año	2019-07	6.123.613
Francia	Acumulado en lo que va de año	2019-06	4.687.505
Francia	Acumulado en lo que va de año	2019-05	3.729.288
Francia	Acumulado en lo que va de año	2019-04	2.708.986
Francia	Acumulado en lo que va de año	2019-03	1.689.369
Francia	Acumulado en lo que va de año	2019-02	1.012.889
Francia	Acumulado en lo que va de año	2019-01	446.062
Francia	Acumulado en lo que va de año	2018-12	11.293.323
Francia	Acumulado en lo que va de año	2018-11	10.739.457
Francia	Acumulado en lo que va de año	2018-10	10.261.969
Francia	Acumulado en lo que va de año	2018-09	9.351.456
Francia	Acumulado en lo que va de año	2018-08	8.308.022
Francia	Acumulado en lo que va de año	2018-07	6.193.641
Francia	Acumulado en lo que va de año	2018-06	4.804.906
Francia	Acumulado en lo que va de año	2018-05	3.909.185
Francia	Acumulado en lo que va de año	2018-04	2.762.523
Francia	Acumulado en lo que va de año	2018-03	1.681.628
Francia	Acumulado en lo que va de año	2018-02	1.034.183
Francia	Acumulado en lo que va de año	2018-01	489.063
Francia	Acumulado en lo que va de año	2017-12	11.267.269
Francia	Acumulado en lo que va de año	2017-11	10.715.170
Francia	Acumulado en lo que va de año	2017-10	10.178.664
Francia	Acumulado en lo que va de año	2017-09	9.338.033
Francia	Acumulado en lo que va de año	2017-08	8.353.481
Francia	Acumulado en lo que va de año	2017-07	6.312.408
Francia	Acumulado en lo que va de año	2017-06	4.755.495
Francia	Acumulado en lo que va de año	2017-05	3.898.305
Francia	Acumulado en lo que va de año	2017-04	2.817.445
Francia	Acumulado en lo que va de año	2017-03	1.680.298
Francia	Acumulado en lo que va de año	2017-02	1.064.962
Francia	Acumulado en lo que va de año	2017-01	464.734
Francia	Acumulado en lo que va de año	2016-12	11.258.540
Francia	Acumulado en lo que va de año	2016-11	10.650.522
Francia	Acumulado en lo que va de año	2016-10	10.117.466
Francia	Acumulado en lo que va de año	2016-09	9.183.648
Francia	Acumulado en lo que va de año	2016-08	8.207.145
Francia	Acumulado en lo que va de año	2016-07	6.034.802
Francia	Acumulado en lo que va de año	2016-06	4.521.058
Francia	Acumulado en lo que va de año	2016-05	3.697.416
Francia	Acumulado en lo que va de año	2016-04	2.637.116
Francia	Acumulado en lo que va de año	2016-03	1.553.585
Francia	Acumulado en lo que va de año	2016-02	1.003.706
Francia	Acumulado en lo que va de año	2016-01	472.562
Francia	Acumulado en lo que va de año	2015-12	""
Francia	Acumulado en lo que va de año	2015-11	""
Francia	Acumulado en lo que va de año	2015-10	""
Francia	Tasa de variación acumulada	2020-09	-64,23
Francia	Tasa de variación acumulada	2020-08	-64,69
Francia	Tasa de variación acumulada	2020-07	-67,15
Francia	Tasa de variación acumulada	2020-06	-69,83
Francia	Tasa de variación acumulada	2020-05	-63,82
Francia	Tasa de variación acumulada	2020-04	-50,19
Francia	Tasa de variación acumulada	2020-03	-20,12
Francia	Tasa de variación acumulada	2020-02	4,70
Francia	Tasa de variación acumulada	2020-01	7,69
Francia	Tasa de variación acumulada	2019-12	-1,29
Francia	Tasa de variación acumulada	2019-11	-1,35
Francia	Tasa de variación acumulada	2019-10	-2,35
Francia	Tasa de variación acumulada	2019-09	-2,39
Francia	Tasa de variación acumulada	2019-08	-1,98
Francia	Tasa de variación acumulada	2019-07	-1,13
Francia	Tasa de variación acumulada	2019-06	-2,44
Francia	Tasa de variación acumulada	2019-05	-4,60
Francia	Tasa de variación acumulada	2019-04	-1,94
Francia	Tasa de variación acumulada	2019-03	0,46
Francia	Tasa de variación acumulada	2019-02	-2,06
Francia	Tasa de variación acumulada	2019-01	-8,79
Francia	Tasa de variación acumulada	2018-12	0,23
Francia	Tasa de variación acumulada	2018-11	0,23
Francia	Tasa de variación acumulada	2018-10	0,82
Francia	Tasa de variación acumulada	2018-09	0,14
Francia	Tasa de variación acumulada	2018-08	-0,54
Francia	Tasa de variación acumulada	2018-07	-1,88
Francia	Tasa de variación acumulada	2018-06	1,04
Francia	Tasa de variación acumulada	2018-05	0,28
Francia	Tasa de variación acumulada	2018-04	-1,95
Francia	Tasa de variación acumulada	2018-03	0,08
Francia	Tasa de variación acumulada	2018-02	-2,89
Francia	Tasa de variación acumulada	2018-01	5,24
Francia	Tasa de variación acumulada	2017-12	0,08
Francia	Tasa de variación acumulada	2017-11	0,61
Francia	Tasa de variación acumulada	2017-10	0,60
Francia	Tasa de variación acumulada	2017-09	1,68
